course_title,course_number,instructor,location,time,enrolled,book,course_url 
LIT 189S - 01   Cultura popular,22050,Staff,TuTh 05:20PM-06:55PM,LEC: Steven Acad 152,10 of 25 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__LIT__189S__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIwNTAiO30%3D
LIT 190I - 01   Individual Authors,22621,Staff,TuTh 03:20PM-04:55PM,SEM: Hum & Soc Sci 350,14 of 25 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__LIT__190I__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjI2MjEiO30%3D
LIT 190I - 02   Individual Authors,22622,Staff,TuTh 09:50AM-11:25AM,SEM: Soc Sci 1 145,7 of 25 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__LIT__190I__02,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjI2MjIiO30%3D
LIT 190Y - 01   Mod Jewish Lit/Cultr,22995,Staff,TuTh 05:20PM-06:55PM,SEM: Soc Sci 1 145,9 of 25 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__LIT__190Y__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjI5OTUiO30%3D
LIT 200 - 01   Proseminar,22023,Staff,Tu 05:20PM-08:20PM,SEM: Humanities 1 620,4 of 15 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__LIT__200__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIwMjMiO30%3D
LIT 201 - 01   Pedagogy of Literat,22024,"Gomez-Rivas,C.",Th 08:00AM-09:35AM,SEM: Humanities 1 620,2 of 15 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__LIT__201__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIwMjQiO30%3D
LIT 222 - 01   English Lang Lit,22025,"Chen,C.S.",Th 01:30PM-04:30PM,SEM: Humanities 1 620,5 of 15 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__LIT__222__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIwMjUiO30%3D
LIT 250 - 01   Theory and Methods,22052,"Kinoshita,S.A.",Th 07:10PM-10:10PM,SEM: Humanities 1 620,4 of 15 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__LIT__250__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIwNTIiO30%3D
LIT 251 - 01   TopicsCultrlStudies,22053,Staff,Tu 01:30PM-04:30PM,SEM: Humanities 1 620,1 of 15 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__LIT__251__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIwNTMiO30%3D
LIT 279A - 01   Methods and Materials,23092,"Gillman,S.",W 07:10PM-10:10PM,SEM: Humanities 1 620,7 of 15 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__LIT__279A__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjMwOTIiO30%3D
LIT 282D - 01   Topics In Theory,22037,"Fox,R.A.",MW 05:20PM-06:55PM,SEM: Hum & Soc Sci 350,4 of 20 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__LIT__282D__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIwMzciO30%3D
MATH 2 - 01   Col Algbra/Calculus,22054,"Gruesz,K.S.",MWF 01:20PM-02:25PM,LEC: Sci & Engr Library 206,5 of 5 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__002__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIwNTQiO30%3D
MATH 2 - 02   Col Algbra/Calculus,22066,"Heald,A.",MWF 12:00PM-01:05PM,LEC: Sci & Engr Library 206,4 of 4 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__002__02,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIwNjYiO30%3D
MATH 2 - 02   Col Algbra/Calculus,22066,"Leicester,H.M.",TuTh 09:50AM-11:25AM,LEC: Sci & Engr Library 206,4 of 4 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__002__02,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIwNjYiO30%3D
MATH 2T - 01   Preparatory Math,23193,"Leicester,H.M.",TuTh 01:30PM-03:05PM,LAB: McHenry Lib 1340,2 of 2 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__002T__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjMxOTMiO30%3D
MATH 3 - 01   Precalculus,22067,"Sahota,G.S.",MWF 12:00PM-01:05PM,LEC: Humn Lecture Hall,15 of 15 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__003__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIwNjciO30%3D
MATH 3 - 02   Precalculus,22081,"Sahota,G.S.",MWF 04:00PM-05:05PM,LEC: Crown Clrm 208,1 of 0 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__003__02,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIwODEiO30%3D
MATH 11A - 01   Calculus with Apps,22084,Staff,MWF 08:00AM-09:05AM,LEC: Humn Lecture Hall,15 of 15 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__011A__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIwODQiO30%3D
MATH 11A - 02   Calculus with Apps,22093,"Fox,R.A.",MWF 09:20AM-10:25AM,LEC: Thim Lecture 003,12 of 12 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__011A__02,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIwOTMiO30%3D
MATH 11B - 01   Calculus with Apps,22100,"Gomez-Rivas,C.",MWF 08:00AM-09:05AM,LEC: ClassroomUnit 001,85 of 90 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__011B__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIxMDAiO30%3D
"MATH 19A - 01   Calc:Sci,Engin,Math",22105,"Wilson,R.V.",TBA To Be Arranged,LEC: Online,21 of 68 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__019A__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIxMDUiO30%3D
"MATH 19A - 02   Calc:Sci,Engin,Math",22118,"Yamashita,K.T.",MWF 12:00PM-01:05PM,LEC: ClassroomUnit 002,21 of 68 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__019A__02,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIxMTgiO30%3D
"MATH 19B - 01   Calc:Sci,Engin,Math",22131,"Yamashita,K.T.",MWF 10:40AM-11:45AM,LEC: Media Theater M110,95 of 153 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__019B__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIxMzEiO30%3D
MATH 20A - 01   Honors Calculus,23676,"Young,G.E.",MWF 09:20AM-10:25AM,LEC: PhysSciences 114,5 of 5 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__020A__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjM2NzYiO30%3D
MATH 21 - 01   Linear Algebra,22141,"Young,G.E.",MWF 10:40AM-11:45AM,LEC: Humn Lecture Hall,184 of 221 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__021__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIxNDEiO30%3D
MATH 23A - 01   Vector Calculus,22155,"Freccero,C.A.",MWF 09:20AM-10:25AM,LEC: Media Theater M110,212 of 225 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__023A__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIxNTUiO30%3D
MATH 23B - 01   Vector Calculus,22165,Staff,TBA To Be Arranged,LEC: Online,90 of 90 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__023B__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIxNjUiO30%3D
MATH 24 - 01   Ordinary Diff Equas,22170,"Devecka,M.J.",MWF 09:20AM-10:25AM,LEC: Thim Lecture 001,50 of 50 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__024__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIxNzAiO30%3D
MATH 100 - 01   Intr Proof/Prb Solv,22176,"Devecka,M.J.",MWF 12:00PM-01:05PM,LEC: PhysSciences 110,35 of 35 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__100__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIxNzYiO30%3D
MATH 101 - 01   Math Problm Solving,22175,"Aladro Font,J.",TuTh 11:40AM-01:15PM,LEC: Soc Sci 2 165,11 of 25 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__101__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIxNzUiO30%3D
MATH 105A - 01   Real Analysis,22180,"Smith,A.M.",MWF 01:20PM-02:25PM,LEC: Cowell Clrm 131,48 of 55 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__105A__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIxODAiO30%3D
MATH 111A - 01   Algebra,22183,"Poblete,J.E.",TuTh 09:50AM-11:25AM,LEC: N. Sci Annex 101,54 of 55 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__111A__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIxODMiO30%3D
MATH 117 - 01   Adv Linear Algebra,22189,"Godzich,W.B.",MWF 12:00PM-01:05PM,LEC: PhysSciences 114,36 of 60 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__117__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIxODkiO30%3D
MATH 128A - 01   Classical Geometry,22193,"Leicester,H.M.",TuTh 01:30PM-03:05PM,LEC: Engineer 2 194,42 of 50 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__128A__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIxOTMiO30%3D
MATH 134 - 01   Cryptography,23679,"Thompson,B.A.",MWF 09:20AM-10:25AM,LEC: PhysSciences 130,45 of 45 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__134__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjM2NzkiO30%3D
MATH 152 - 01   Programming for Math,23281,"Greene,J.",TuTh 11:40AM-01:15PM,LEC: Sci & Engr Library 206,26 of 40 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__152__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjMyODEiO30%3D
MATH 199 - 02   Tutorial,24172,Staff,TBA To Be Arranged,IND: TBA,0 of 999 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__199__02,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjQxNzIiO30%3D
MATH 199 - 03   Tutorial,24173,"Gruesz,K.S.",TBA To Be Arranged,IND: TBA,0 of 999 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__199__03,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjQxNzMiO30%3D
MATH 199 - 04   Tutorial,24174,"Wilson,R.J.",TBA To Be Arranged,IND: TBA,0 of 999 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__199__04,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjQxNzQiO30%3D
MATH 199 - 05   Tutorial,24175,"Kinoshita,S.A.",TBA To Be Arranged,IND: TBA,0 of 999 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__199__05,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjQxNzUiO30%3D
MATH 199 - 06   Tutorial,24176,"Wilson,R.V.",TBA To Be Arranged,IND: TBA,1 of 999 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__199__06,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjQxNzYiO30%3D
MATH 199 - 07   Tutorial,24177,"Freccero,C.A.",TBA To Be Arranged,IND: TBA,0 of 999 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__199__07,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjQxNzciO30%3D
MATH 199 - 08   Tutorial,24178,"Bhattacharya,N.",TBA To Be Arranged,IND: TBA,0 of 999 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__199__08,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjQxNzgiO30%3D
MATH 199 - 09   Tutorial,24179,Staff,TBA To Be Arranged,IND: TBA,0 of 999 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__199__09,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjQxNzkiO30%3D
MATH 199 - 10   Tutorial,24180,Staff,TBA To Be Arranged,IND: TBA,0 of 999 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__199__10,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjQxODAiO30%3D
MATH 199 - 11   Tutorial,24181,Staff,TBA To Be Arranged,IND: TBA,0 of 999 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__199__11,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjQxODEiO30%3D
MATH 199 - 12   Tutorial,24182,"Morales,P.",TBA To Be Arranged,IND: TBA,0 of 999 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__199__12,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjQxODIiO30%3D
MATH 199 - 13   Tutorial,24183,"Bhattacharya,N.",TBA To Be Arranged,IND: TBA,0 of 999 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__199__13,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjQxODMiO30%3D
MATH 199 - 21   Tutorial,24184,"Morales,P.",TBA To Be Arranged,IND: TBA,0 of 999 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__199__21,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjQxODQiO30%3D
MATH 199F - 07   Tutorial,24185,"Eastman,M.R.",TBA To Be Arranged,IND: TBA,0 of 999 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__199F__07,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjQxODUiO30%3D
MATH 199F - 08   Tutorial,24186,"Eastman,M.R.",TBA To Be Arranged,IND: TBA,0 of 999 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__199F__08,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjQxODYiO30%3D
MATH 199F - 09   Tutorial,24187,"Tromba,A.J.",TBA To Be Arranged,IND: TBA,0 of 999 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__199F__09,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjQxODciO30%3D
MATH 199F - 10   Tutorial,24188,"Migliore,E.T.",TBA To Be Arranged,IND: TBA,0 of 999 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__199F__10,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjQxODgiO30%3D
MATH 199F - 11   Tutorial,24189,"Lin,L.",TBA To Be Arranged,IND: TBA,0 of 999 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__199F__11,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjQxODkiO30%3D
MATH 199F - 12   Tutorial,24190,"Monard,F.",TBA To Be Arranged,IND: TBA,0 of 999 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__199F__12,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjQxOTAiO30%3D
MATH 199F - 13   Tutorial,24191,"Karasiewicz,E.S.",TBA To Be Arranged,IND: TBA,0 of 999 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__199F__13,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjQxOTEiO30%3D
MATH 199F - 14   Tutorial,24199,"Migliore,E.T.",TBA To Be Arranged,IND: TBA,0 of 999 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__199F__14,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjQxOTkiO30%3D
MATH 199F - 15   Tutorial,24192,"Bauerle,F.",TBA To Be Arranged,IND: TBA,0 of 999 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__199F__15,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjQxOTIiO30%3D
MATH 199F - 16   Tutorial,24193,"Tamanoi,H.",TBA To Be Arranged,IND: TBA,0 of 999 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__199F__16,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjQxOTMiO30%3D
MATH 199F - 17   Tutorial,24194,"Tamanoi,H.",TBA To Be Arranged,IND: TBA,0 of 999 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__199F__17,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjQxOTQiO30%3D
MATH 199F - 18   Tutorial,24195,"Cooperstein,B.N.",TBA To Be Arranged,IND: TBA,0 of 999 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__199F__18,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjQxOTUiO30%3D
MATH 199F - 19   Tutorial,24196,"Monard,F.",TBA To Be Arranged,IND: TBA,0 of 999 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__199F__19,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjQxOTYiO30%3D
MATH 199F - 20   Tutorial,24197,"Weissman,M.",TBA To Be Arranged,IND: TBA,0 of 999 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__199F__20,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjQxOTciO30%3D
MATH 199F - 21   Tutorial,24198,"Suh,J.",TBA To Be Arranged,IND: TBA,0 of 999 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__199F__21,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjQxOTgiO30%3D
MATH 200 - 01   Algebra I,22196,"Cristofaro-Gardiner,D.",TuTh 09:50AM-11:25AM,LEC: McHenry Clrm 1270,11 of 20 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__200__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIxOTYiO30%3D
MATH 203 - 01   Algebra IV,22659,"Boltje,R.",MW 03:20PM-04:55PM,LEC: McHenry Clrm 1270,3 of 20 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__MATH__203__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjI2NTkiO30%3D
